"fecha";"Run Fondo";"serie";"1M";"3M";"6M";"1Y";"ytd"
2023-03-24;"8113";B;"7.27%";"15.37%";"33.45%";"19.58%";"8.99%"
2023-03-25;"8113";B;"7.27%";"15.39%";"33.46%";"19.68%";"9.01%"
2023-03-26;"8113";B;"7.27%";"15.39%";"33.46%";"19.67%";"9.01%"
2023-03-27;"8113";B;"7.27%";"14.21%";"31.92%";"19.67%";"9.01%"
2023-03-28;"8113";B;"8.86%";"8.74%";"35.87%";"22.35%";"11.45%"
2023-03-29;"8113";B;"8.18%";"12.42%";"28.79%";"24.72%";"10.76%"
2023-03-30;"8113";B;"7.40%";"9.96%";"24.65%";"25.55%";"9.96%"
2023-03-31;"8113";B;"4.50%";"6.97%";"21.28%";"19.37%";"6.99%"
2023-04-01;"8113";B;-0.14%;"6.99%";"21.28%";"17.68%";"7.00%"
2023-04-02;"8113";B;"0.47%";"6.99%";"21.28%";"17.67%";"7.00%"
2023-04-03;"8113";B;"2.36%";"6.99%";"21.28%";"17.67%";"7.00%"
2023-04-04;"8113";B;"0.99%";"8.42%";"21.36%";"16.11%";"5.58%"
2023-04-05;"8113";B;"1.98%";"7.34%";"24.11%";"15.78%";"6.61%"
2023-04-06;"8113";B;"0.42%";"7.35%";"21.89%";"14.17%";"4.98%"
2023-04-07;"8113";B;-3.77%;"7.35%";"15.39%";"18.47%";"5.00%"
2023-04-08;"8113";B;-2.82%;"7.35%";"15.38%";"20.69%";"5.00%"
2023-04-09;"8113";B;-5.74%;"7.35%";"15.38%";"20.68%";"5.00%"
2023-04-10;"8113";B;-9.75%;"6.77%";"15.38%";"20.68%";"5.00%"
2023-04-11;"8113";B;-7.90%;"9.38%";"17.76%";"23.17%";"7.16%"
2023-04-12;"8113";B;-5.24%;"12.89%";"20.24%";"22.91%";"10.25%"
2023-04-13;"8113";B;-5.39%;"13.97%";"27.88%";"23.95%";"10.08%"
2023-04-14;"8113";B;-3.05%;"13.84%";"25.40%";"24.76%";"9.97%"
2023-04-15;"8113";B;-1.15%;"13.85%";"25.40%";"24.76%";"9.98%"
2023-04-16;"8113";B;"4.50%";"13.85%";"25.40%";"24.76%";"9.98%"
2023-04-17;"8113";B;"3.96%";"13.29%";"25.40%";"24.76%";"9.98%"
2023-04-18;"8113";B;"5.11%";"9.31%";"30.57%";"26.16%";"11.21%"
2023-04-19;"8113";B;"4.86%";"10.90%";"30.34%";"29.32%";"10.94%"
2023-04-20;"8113";B;"7.32%";"15.13%";"30.49%";"31.94%";"13.54%"
2023-04-21;"8113";B;"7.76%";"13.91%";"34.49%";"27.98%";"12.35%"
2023-04-22;"8113";B;"4.89%";"13.92%";"34.49%";"25.84%";"12.36%"
2023-04-23;"8113";B;"1.82%";"13.92%";"34.49%";"25.82%";"12.36%"
2023-04-24;"8113";B;"3.09%";"11.25%";"34.49%";"25.82%";"12.36%"
2023-04-27;"8113";B;"7.24%";"18.37%";"31.72%";"24.68%";"16.90%"
2023-04-28;"8113";B;"2.49%";"15.64%";"30.99%";"28.94%";"14.22%"
2023-04-29;"8113";B;"3.14%";"15.65%";"30.99%";"20.90%";"14.23%"
2023-04-30;"8113";B;"3.88%";"15.65%";"30.99%";"20.89%";"14.23%"
2023-05-01;"8113";B;"6.76%";"15.05%";"30.99%";"20.89%";"14.23%"
2023-05-02;"8113";B;"6.76%";"16.50%";"30.99%";"20.89%";"14.23%"
2023-05-03;"8113";B;"7.99%";"18.48%";"31.75%";"21.81%";"15.54%"
2023-05-04;"8113";B;"13.18%";"22.53%";"33.81%";"31.40%";"19.50%"
2023-05-05;"8113";B;"9.59%";"19.79%";"30.81%";"23.23%";"16.83%"
2023-05-06;"8113";B;"11.30%";"19.81%";"30.83%";"19.86%";"16.85%"
2023-05-07;"8113";B;"11.29%";"19.99%";"30.83%";"19.84%";"16.85%"
2023-05-08;"8113";B;"11.29%";"16.56%";"29.52%";"19.84%";"16.85%"
2023-05-09;"8113";B;"12.24%";"17.20%";"24.78%";"20.87%";"17.85%"
2023-05-10;"8113";B;"12.73%";"18.25%";"34.29%";"20.99%";"18.36%"
2023-05-11;"8113";B;"8.72%";"16.39%";"33.00%";"15.49%";"16.51%"
2023-05-12;"8113";B;"8.47%";"19.47%";"36.50%";"18.94%";"19.59%"
2023-05-13;"8113";B;"8.65%";"19.48%";"36.52%";"22.71%";"19.61%"
2023-05-14;"8113";B;"8.77%";"17.87%";"36.52%";"22.70%";"19.61%"
2023-05-15;"8113";B;"8.76%";"20.21%";"36.44%";"22.70%";"19.61%"
2023-05-16;"8113";B;"6.65%";"16.23%";"32.57%";"20.32%";"17.29%"
2023-05-17;"8113";B;"4.23%";"11.29%";"35.26%";"20.28%";"14.64%"
2023-05-18;"8113";B;"1.05%";"9.08%";"36.58%";"9.96%";"12.38%"
2023-05-19;"8113";B;"1.12%";"8.90%";"36.34%";"6.12%";"12.19%"
2023-05-20;"8113";B;-1.18%;"8.91%";"36.35%";"3.44%";"12.20%"
2023-05-21;"8113";B;-0.13%;"6.43%";"36.35%";"3.43%";"12.20%"
2023-05-22;"8113";B;-0.14%;"6.52%";"36.13%";"3.43%";"12.20%"
2023-05-23;"8113";B;"1.06%";"9.48%";"36.85%";"4.67%";"13.56%"
2023-05-24;"8113";B;"1.45%";"12.19%";"33.90%";"3.72%";"14.00%"
2023-05-25;"8113";B;-2.87%;"10.20%";"32.38%";"4.84%";"11.99%"
2023-05-26;"8113";B;-7.28%;"8.64%";"30.50%";"6.18%";"10.40%"
2023-05-27;"8113";B;-5.55%;"8.65%";"30.52%";"9.10%";"10.42%"
2023-05-28;"8113";B;-3.33%;"7.85%";"30.52%";"9.08%";"10.42%"
2023-05-29;"8113";B;-3.34%;"7.85%";"26.45%";"9.08%";"10.42%"
2023-05-30;"8113";B;-4.24%;"6.84%";"27.57%";"8.07%";"9.39%"
2023-05-31;"8113";B;-4.49%;"6.57%";"27.23%";"5.21%";"9.10%"
2023-06-01;"8113";B;-4.73%;"1.58%";"26.56%";"3.64%";"8.83%"
2023-06-02;"8113";B;-6.10%;"0.72%";"23.09%";"2.48%";"7.27%"
2023-06-03;"8113";B;-7.15%;"2.63%";"23.09%";-0.16%;"7.28%"
2023-06-04;"8113";B;-10.23%;"2.62%";"23.09%";-0.17%;"7.28%"
2023-06-05;"8113";B;-8.18%;"2.62%";"23.09%";-0.17%;"7.28%"
2023-06-06;"8113";B;-8.29%;"2.50%";"18.83%";-0.28%;"7.16%"
2023-06-07;"8113";B;-7.09%;-0.50%;"17.82%";"5.19%";"8.56%"
2023-06-08;"8113";B;-7.06%;"0.52%";"17.85%";"2.12%";"8.60%"
2023-06-09;"8113";B;-7.47%;-2.10%;"18.33%";-0.53%;"9.04%"
2023-06-10;"8113";B;-7.86%;-6.26%;"18.33%";-4.48%;"9.06%"
2023-06-11;"8113";B;-6.40%;-6.27%;"18.33%";-4.49%;"9.06%"
2023-06-12;"8113";B;-8.81%;-6.27%;"18.33%";-4.49%;"9.06%"
2023-06-13;"8113";B;-10.03%;-7.51%;"19.09%";-5.75%;"7.62%"
2023-06-14;"8113";B;-9.40%;-4.45%;"20.15%";-5.14%;"8.37%"
2023-06-15;"8113";B;-10.44%;-3.72%;"15.23%";-4.71%;"7.12%"
2023-06-16;"8113";B;-7.64%;"2.94%";"16.52%";-8.58%;"8.33%"
2023-06-17;"8113";B;-5.49%;"2.42%";"16.52%";-6.78%;"8.34%"
2023-06-18;"8113";B;-3.59%;"2.40%";"16.52%";-6.79%;"8.34%"
2023-06-19;"8113";B;-3.43%;"2.40%";"16.52%";-6.79%;"8.34%"
2023-06-20;"8113";B;-3.81%;"2.01%";"16.41%";-7.15%;"7.92%"
2023-06-21;"8113";B;-3.80%;"3.53%";"17.48%";-7.15%;"7.94%"
2023-06-22;"8113";B;-3.80%;"0.75%";"10.55%";-7.15%;"7.94%"
2023-06-23;"8113";B;-4.45%;-1.67%;"14.87%";-3.15%;"8.50%"
2023-06-24;"8113";B;-4.81%;-0.44%;"14.87%";"5.51%";"8.52%"
2023-06-25;"8113";B;-3.10%;-0.45%;"14.87%";"5.50%";"8.52%"
2023-06-26;"8113";B;-1.71%;-0.45%;"14.87%";"5.50%";"8.52%"
2023-06-27;"8113";B;-1.72%;-0.45%;"13.69%";"5.50%";"8.52%"
2023-06-28;"8113";B;-2.63%;-3.54%;"4.89%";"4.52%";"7.51%"
2023-06-29;"8113";B;-3.67%;-3.96%;"7.96%";"5.52%";"6.37%"
2023-06-30;"8113";B;-4.67%;-5.17%;"4.28%";"4.36%";"4.28%"
2023-07-01;"8113";B;-4.18%;-2.53%;"4.28%";"6.37%";"4.29%"
2023-07-02;"8113";B;-2.78%;-2.53%;"4.28%";"6.35%";"4.29%"
2023-07-03;"8113";B;-2.79%;-2.53%;"4.28%";"6.35%";"4.29%"
2023-07-04;"8113";B;-2.16%;-0.59%;"7.78%";"7.04%";"4.96%"
2023-07-05;"8113";B;-2.11%;-1.49%;"5.73%";"11.40%";"5.02%"
2023-07-06;"8113";B;-1.61%;"0.43%";"7.82%";"19.06%";"5.44%"
2023-07-07;"8113";B;-3.51%;-0.23%;"7.10%";"18.94%";"4.75%"
2023-07-08;"8113";B;-3.53%;-0.22%;"7.12%";"21.33%";"4.76%"
2023-07-09;"8113";B;-3.93%;-0.22%;"7.12%";"21.31%";"4.76%"
2023-07-10;"8113";B;-3.94%;-0.22%;"6.53%";"21.31%";"4.76%"
2023-07-11;"8113";B;-6.16%;-4.50%;"4.46%";"18.51%";"2.34%"
2023-07-12;"8113";B;-6.71%;-7.73%;"4.17%";"21.15%";"1.74%"
2023-07-13;"8113";B;-6.00%;-8.11%;"4.73%";"18.89%";"1.16%"
2023-07-14;"8113";B;-8.12%;-9.46%;"3.07%";"23.11%";-0.44%
2023-07-15;"8113";B;-7.05%;-9.46%;"3.08%";"15.43%";-0.43%
2023-07-16;"8113";B;-8.08%;-9.46%;"3.08%";"15.42%";-0.43%
2023-07-17;"8113";B;-8.09%;-9.46%;"2.58%";"15.42%";-0.43%
2023-07-18;"8113";B;-8.05%;-10.42%;-2.07%;"15.48%";-0.37%
2023-07-19;"8113";B;-8.13%;-10.28%;-0.50%;"17.29%";-0.46%
2023-07-20;"8113";B;-5.64%;-10.31%;"3.26%";"19.84%";"1.84%"
2023-07-21;"8113";B;-8.71%;-12.30%;-0.10%;"19.43%";-1.47%
2023-07-22;"8113";B;-8.70%;-12.30%;-0.09%;"19.25%";-1.46%
2023-07-23;"8113";B;-9.18%;-12.30%;-0.09%;"19.24%";-1.46%
2023-07-24;"8113";B;-9.19%;-12.30%;-2.44%;"19.24%";-1.46%
2023-07-25;"8113";B;-10.12%;-15.40%;-4.40%;"18.02%";-2.47%
2023-07-26;"8113";B;-9.17%;-17.23%;-1.43%;"11.84%";-1.44%
2023-07-27;"8113";B;-9.16%;-15.68%;-0.19%;"16.22%";-1.43%
2023-07-28;"8113";B;-9.68%;-14.99%;-1.69%;"15.23%";-2.90%
2023-07-29;"8113";B;-8.70%;-14.99%;-1.68%;"16.64%";-2.89%
2023-07-30;"8113";B;-6.87%;-14.99%;-1.68%;"16.62%";-2.89%
2023-07-31;"8113";B;-6.87%;-14.99%;-1.00%;"16.62%";-2.89%
2023-01-31;"8915";H;"4.51%";"17.79%";"24.97%";"10.23%";"4.52%"
2023-02-01;"8915";H;"6.51%";"20.05%";"27.37%";"13.88%";"6.52%"
2023-02-02;"8915";H;"4.24%";"17.49%";"24.19%";"14.44%";"4.25%"
2023-02-03;"8915";H;"2.72%";"15.73%";"28.92%";"11.43%";"2.73%"
2023-02-04;"8915";H;"5.20%";"14.42%";"27.73%";"14.03%";"2.74%"
2023-02-05;"8915";H;"3.13%";"14.41%";"30.14%";"14.02%";"2.74%"
2023-02-06;"8915";H;"3.96%";"14.41%";"30.12%";"14.02%";"2.74%"
2023-02-07;"8915";H;"5.11%";"15.68%";"31.58%";"15.29%";"3.89%"
2023-02-08;"8915";H;"6.70%";"16.12%";"33.57%";"16.92%";"5.46%"
2023-02-09;"8915";H;"6.14%";"10.24%";"29.89%";"19.19%";"4.91%"
2023-02-10;"8915";H;"4.19%";"19.88%";"32.87%";"13.26%";"5.69%"
2023-02-11;"8915";H;"4.74%";"20.49%";"31.18%";"9.62%";"5.70%"
2023-02-12;"8915";H;"5.25%";"20.47%";"35.14%";"9.61%";"5.70%"
2023-02-13;"8915";H;"5.95%";"20.47%";"35.12%";"9.61%";"5.70%"
2023-02-14;"8915";H;"8.04%";"22.86%";"37.80%";"11.78%";"7.79%"
2023-02-15;"8915";H;"5.98%";"19.86%";"35.17%";"10.29%";"5.74%"
2023-02-16;"8915";H;"5.93%";"19.27%";"35.11%";"9.11%";"5.69%"
2023-02-17;"8915";H;"8.85%";"29.13%";"42.00%";"8.95%";"9.29%"
2023-02-18;"8915";H;"4.94%";"32.98%";"50.11%";"5.50%";"9.30%"
2023-02-19;"8915";H;"5.66%";"32.96%";"55.04%";"5.49%";"9.30%"
2023-02-20;"8915";H;"6.24%";"32.96%";"55.03%";"5.49%";"9.30%"
2023-02-21;"8915";H;"7.61%";"34.69%";"57.04%";"6.86%";"10.72%"
2023-02-22;"8915";H;"8.02%";"35.29%";"57.64%";"4.51%";"11.14%"
2023-02-23;"8915";H;"7.19%";"33.10%";"49.43%";-1.88%;"10.28%"
2023-02-24;"8915";H;"1.92%";"26.61%";"43.19%";"1.88%";"7.71%"
2023-02-25;"8915";H;"0.33%";"27.57%";"45.01%";"5.57%";"7.72%"
2023-02-26;"8915";H;"2.35%";"27.56%";"33.35%";"5.56%";"7.72%"
2023-02-27;"8915";H;"4.08%";"27.56%";"33.33%";"5.56%";"7.72%"
2023-02-28;"8915";H;"4.85%";"28.52%";"34.34%";"6.36%";"8.53%"
2023-03-01;"8915";H;"7.28%";"33.62%";"37.46%";"11.43%";"14.28%"
2023-03-02;"8915";H;"9.97%";"32.34%";"32.59%";"14.92%";"14.65%"
2023-03-03;"8915";H;"9.00%";"29.24%";"29.49%";"9.94%";"11.97%"
2023-03-04;"8915";H;"9.00%";"29.26%";"29.50%";"9.76%";"11.99%"
2023-03-05;"8915";H;"9.00%";"29.26%";"29.50%";"9.75%";"11.99%"
2023-03-06;"8915";H;"9.00%";"25.02%";"35.54%";"9.75%";"11.99%"
2023-03-07;"8915";H;"12.07%";"27.49%";"44.41%";"14.11%";"16.44%"
2023-03-08;"8915";H;"10.47%";"27.55%";"45.18%";"11.98%";"16.50%"
2023-03-09;"8915";H;"11.58%";"28.17%";"51.71%";"14.78%";"17.06%"
2023-03-10;"8915";H;"15.90%";"34.09%";"58.72%";"21.17%";"22.49%"
2023-03-11;"8915";H;"15.90%";"34.11%";"58.74%";"17.79%";"22.50%"
2023-03-12;"8915";H;"15.90%";"34.11%";"58.74%";"17.78%";"22.50%"
2023-03-13;"8915";H;"15.90%";"36.41%";"49.71%";"17.78%";"22.50%"
2023-03-14;"8915";H;"11.35%";"33.69%";"49.30%";"15.40%";"20.02%"
2023-03-15;"8915";H;"11.63%";"28.47%";"45.34%";"18.55%";"18.04%"
2023-03-16;"8915";H;"5.84%";"21.42%";"37.72%";"14.01%";"11.86%"
2023-03-17;"8915";H;"1.37%";"20.24%";"36.39%";"14.98%";"10.78%"
2023-03-18;"8915";H;"1.37%";"20.25%";"36.40%";"19.50%";"10.79%"
2023-03-19;"8915";H;"1.37%";"20.25%";"36.40%";"19.49%";"10.79%"
2023-03-20;"8915";H;"1.37%";"20.55%";"36.40%";"19.49%";"10.79%"
2023-03-21;"8915";H;-1.12%;"20.05%";"34.28%";"18.08%";"9.48%"
2023-03-22;"8915";H;-1.00%;"12.35%";"32.91%";"19.74%";"10.03%"
2023-03-23;"8915";H;"3.77%";"20.98%";"40.02%";"22.68%";"14.44%"
2023-03-24;"8915";H;"6.27%";"21.00%";"40.04%";"23.31%";"14.46%"
2023-03-25;"8915";H;"6.27%";"21.01%";"40.05%";"23.57%";"14.47%"
2023-03-26;"8915";H;"6.27%";"21.01%";"40.05%";"23.56%";"14.47%"
2023-03-27;"8915";H;"6.27%";"19.89%";"38.32%";"23.56%";"14.47%"
2023-03-28;"8915";H;"7.76%";"15.01%";"42.42%";"26.24%";"16.96%"
2023-03-29;"8915";H;"7.57%";"18.16%";"35.33%";"29.54%";"16.75%"
2023-03-30;"8915";H;"6.57%";"15.67%";"29.36%";"30.09%";"15.67%"
2023-03-31;"8915";H;"4.58%";"13.49%";"26.94%";"24.45%";"13.50%"
2023-04-01;"8915";H;-0.67%;"13.50%";"26.94%";"23.00%";"13.52%"
2023-04-02;"8915";H;-0.98%;"13.50%";"26.94%";"22.98%";"13.52%"
2023-04-03;"8915";H;"1.38%";"13.50%";"26.94%";"22.98%";"13.52%"
2023-04-04;"8915";H;-0.68%;"13.88%";"25.57%";"20.50%";"11.22%"
2023-04-05;"8915";H;"0.40%";"12.85%";"29.11%";"20.19%";"12.43%"
2023-04-06;"8915";H;-0.70%;"12.52%";"26.38%";"19.30%";"11.20%"
2023-04-07;"8915";H;-4.49%;"12.52%";"19.57%";"24.14%";"11.21%"
2023-04-08;"8915";H;-4.54%;"12.52%";"19.56%";"25.67%";"11.21%"
2023-04-09;"8915";H;-5.00%;"12.52%";"19.56%";"25.65%";"11.21%"
2023-04-10;"8915";H;-9.21%;"9.63%";"19.56%";"25.65%";"11.21%"
2023-04-11;"8915";H;-8.01%;"11.67%";"21.15%";"27.32%";"12.69%"
2023-04-12;"8915";H;-6.08%;"14.56%";"22.65%";"25.61%";"15.05%"
2023-04-13;"8915";H;-4.68%;"17.04%";"33.33%";"29.37%";"16.76%"
2023-04-14;"8915";H;-3.55%;"16.02%";"28.81%";"28.41%";"15.76%"
2023-04-15;"8915";H;-1.92%;"16.03%";"28.81%";"28.41%";"15.77%"
2023-04-16;"8915";H;"3.50%";"16.03%";"28.81%";"28.41%";"15.77%"
2023-04-17;"8915";H;"4.51%";"15.31%";"28.81%";"28.41%";"15.77%"
2023-04-18;"8915";H;"5.13%";"11.83%";"33.54%";"29.19%";"16.48%"
2023-04-19;"8915";H;"5.20%";"12.67%";"33.81%";"33.34%";"16.56%"
2023-04-20;"8915";H;"7.17%";"15.41%";"32.99%";"34.74%";"18.73%"
2023-04-21;"8915";H;"7.38%";"14.26%";"38.53%";"30.43%";"17.56%"
2023-04-22;"8915";H;"6.86%";"14.27%";"38.53%";"28.21%";"17.57%"
2023-04-23;"8915";H;"2.74%";"14.27%";"38.53%";"28.19%";"17.57%"
2023-04-24;"8915";H;"2.72%";"11.26%";"38.53%";"28.19%";"17.57%"
2023-04-25;"8915";H;"4.34%";"11.24%";"41.70%";"30.23%";"19.44%"
2023-04-26;"8915";H;"7.76%";"17.21%";"39.93%";"26.59%";"23.36%"
2023-04-27;"8915";H;"7.56%";"18.97%";"35.85%";"26.78%";"23.13%"
2023-04-28;"8915";H;"2.35%";"15.65%";"34.93%";"31.67%";"19.71%"
2023-04-29;"8915";H;"2.54%";"15.66%";"34.93%";"21.66%";"19.72%"
2023-04-30;"8915";H;"3.50%";"15.66%";"34.93%";"21.65%";"19.72%"
2023-05-01;"8915";H;"5.46%";"12.39%";"34.93%";"21.65%";"19.72%"
2023-05-02;"8915";H;"5.46%";"14.84%";"34.93%";"21.65%";"19.72%"
2023-05-03;"8915";H;"5.96%";"17.09%";"35.50%";"21.71%";"20.28%"
2023-05-04;"8915";H;"12.28%";"21.55%";"39.08%";"33.49%";"24.88%"
2023-05-05;"8915";H;"9.55%";"19.88%";"37.14%";"24.56%";"23.16%"
2023-05-06;"8915";H;"10.77%";"19.89%";"37.16%";"21.26%";"23.18%"
2023-05-07;"8915";H;"10.76%";"18.56%";"37.16%";"21.25%";"23.18%"
2023-05-08;"8915";H;"10.76%";"16.80%";"35.62%";"21.25%";"23.18%"
2023-05-09;"8915";H;"11.06%";"17.73%";"29.78%";"21.57%";"23.51%"
2023-05-10;"8915";H;"11.60%";"17.43%";"40.78%";"22.51%";"24.11%"
2023-05-11;"8915";H;"8.31%";"15.48%";"39.14%";"15.47%";"22.06%"
2023-05-12;"8915";H;"9.05%";"18.71%";"43.01%";"19.53%";"25.47%"
2023-05-13;"8915";H;"7.47%";"18.72%";"43.03%";"23.50%";"25.49%"
2023-05-14;"8915";H;"8.40%";"16.42%";"43.03%";"23.48%";"25.49%"
2023-05-15;"8915";H;"8.39%";"18.68%";"42.25%";"23.48%";"25.49%"
2023-05-16;"8915";H;"5.85%";"15.95%";"38.29%";"20.59%";"22.55%"
2023-05-17;"8915";H;"4.72%";"10.94%";"43.25%";"22.19%";"21.24%"
2023-05-18;"8915";H;"1.88%";"8.57%";"44.38%";"10.63%";"18.67%"
2023-05-19;"8915";H;"1.19%";"7.91%";"43.49%";"6.55%";"17.95%"
2023-05-20;"8915";H;-0.65%;"7.93%";"43.50%";"4.08%";"17.96%"
2023-05-21;"8915";H;"0.34%";"6.54%";"43.50%";"4.07%";"17.96%"
2023-05-22;"8915";H;"0.33%";"6.14%";"43.60%";"4.07%";"17.96%"
2023-05-23;"8915";H;"0.94%";"7.62%";"43.24%";"4.71%";"18.68%"
2023-05-24;"8915";H;"2.17%";"11.52%";"41.20%";"4.72%";"20.12%"
2023-05-25;"8915";H;-1.23%;"9.52%";"39.72%";"5.48%";"17.98%"
2023-05-26;"8915";H;-5.61%;"8.10%";"37.89%";"6.96%";"16.44%"
2023-05-27;"8915";H;-5.42%;"8.11%";"37.90%";"10.35%";"16.46%"
2023-05-28;"8915";H;-2.71%;"7.30%";"37.90%";"10.34%";"16.46%"
2023-05-29;"8915";H;-2.72%;"7.30%";"33.84%";"10.34%";"16.46%"
2023-05-30;"8915";H;-4.16%;"5.72%";"35.53%";"8.71%";"14.74%"
2023-05-31;"8915";H;-4.05%;"5.84%";"35.68%";"6.75%";"14.87%"
2023-06-01;"8915";H;-4.26%;"0.29%";"34.01%";"5.06%";"14.61%"
2023-06-02;"8915";H;-5.74%;-1.57%;"30.27%";"4.38%";"12.85%"
2023-06-03;"8915";H;-6.17%;"0.79%";"30.27%";"0.74%";"12.86%"
2023-06-04;"8915";H;-9.63%;"0.78%";"30.27%";"0.72%";"12.86%"
2023-06-05;"8915";H;-8.36%;"0.78%";"30.27%";"0.72%";"12.86%"
2023-06-06;"8915";H;-7.84%;"1.37%";"26.73%";"1.31%";"13.52%"
2023-06-07;"8915";H;-6.77%;-1.37%;"25.75%";"6.92%";"14.84%"
2023-06-08;"8915";H;-6.31%;-0.95%;"26.35%";"3.90%";"15.40%"
2023-06-09;"8915";H;-6.37%;-1.21%;"26.61%";"0.79%";"15.64%"
2023-06-10;"8915";H;-6.81%;-5.58%;"26.61%";-2.91%;"15.66%"
2023-06-11;"8915";H;-5.25%;-5.59%;"26.61%";-2.92%;"15.66%"
2023-06-12;"8915";H;-7.82%;-5.59%;"26.61%";-2.92%;"15.66%"
2023-06-13;"8915";H;-9.60%;-7.40%;"26.32%";-4.78%;"13.44%"
2023-06-14;"8915";H;-9.47%;-5.35%;"26.53%";-4.43%;"13.60%"
2023-06-15;"8915";H;-9.78%;-4.08%;"23.22%";-2.77%;"13.21%"
2023-06-16;"8915";H;-7.26%;"1.60%";"23.37%";-7.46%;"13.65%"
2023-06-17;"8915";H;-6.24%;"2.61%";"23.37%";-5.72%;"13.67%"
2023-06-18;"8915";H;-4.21%;"2.60%";"23.37%";-5.73%;"13.67%"
2023-06-19;"8915";H;-3.63%;"2.60%";"23.37%";-5.73%;"13.67%"
2023-06-20;"8915";H;-4.06%;"2.15%";"23.14%";-6.14%;"13.17%"
2023-06-21;"8915";H;-4.05%;"3.38%";"24.11%";-6.14%;"13.18%"
2023-06-22;"8915";H;-4.05%;"2.87%";"15.57%";-6.14%;"13.18%"
2023-06-23;"8915";H;-4.49%;-0.94%;"19.84%";-1.68%;"13.36%"
2023-06-24;"8915";H;-5.62%;-0.96%;"19.84%";"7.29%";"13.37%"
2023-06-25;"8915";H;-3.91%;-0.97%;"19.84%";"7.28%";"13.37%"
2023-06-26;"8915";H;-2.64%;-0.97%;"19.84%";"7.28%";"13.37%"
2023-06-27;"8915";H;-2.65%;-0.97%;"18.73%";"7.28%";"13.37%"
2023-06-28;"8915";H;-3.94%;-4.36%;"10.00%";"5.86%";"11.86%"
2023-06-29;"8915";H;-4.84%;-5.08%;"12.16%";"7.74%";"10.82%"
2023-06-30;"8915";H;-5.34%;-6.10%;"8.61%";"6.51%";"8.61%"
2023-07-01;"8915";H;-5.22%;-4.31%;"8.61%";"8.95%";"8.63%"
2023-07-02;"8915";H;-3.74%;-4.31%;"8.61%";"8.94%";"8.63%"
2023-07-03;"8915";H;-3.75%;-4.31%;"8.61%";"8.94%";"8.63%"
2023-07-04;"8915";H;-3.22%;-1.79%;"11.84%";"9.54%";"9.23%"
2023-07-05;"8915";H;-3.39%;-3.02%;"9.44%";"14.45%";"9.03%"
2023-07-06;"8915";H;-2.94%;-0.92%;"11.48%";"22.90%";"10.18%"
2023-07-07;"8915";H;-5.39%;-2.30%;"9.93%";"21.74%";"8.65%"
2023-07-08;"8915";H;-5.84%;-2.29%;"9.94%";"23.73%";"8.66%"
2023-07-09;"8915";H;-6.03%;-2.29%;"9.94%";"23.72%";"8.66%"
2023-07-10;"8915";H;-6.05%;-2.29%;"7.12%";"23.72%";"8.66%"
2023-07-11;"8915";H;-7.89%;-5.46%;"5.56%";"21.29%";"6.53%"
2023-07-12;"8915";H;-9.06%;-8.59%;"4.72%";"22.38%";"5.17%"
2023-07-13;"8915";H;-7.58%;-10.20%;"5.10%";"20.82%";"4.85%"
2023-07-14;"8915";H;-9.76%;-11.44%;"2.75%";"24.90%";"2.52%"
2023-07-15;"8915";H;-9.44%;-11.44%;"2.76%";"16.73%";"2.53%"
2023-07-16;"8915";H;-9.79%;-11.44%;"2.76%";"16.72%";"2.53%"
2023-07-17;"8915";H;-9.80%;-11.44%;"2.12%";"16.72%";"2.53%"
2023-07-18;"8915";H;-9.44%;-11.62%;-1.17%;"17.18%";"2.94%"
2023-07-19;"8915";H;-9.87%;-12.11%;-0.97%;"19.40%";"2.45%"
2023-07-20;"8915";H;-7.52%;-11.85%;"1.74%";"21.26%";"4.66%"
2023-07-21;"8915";H;-10.54%;-13.87%;-1.59%;"21.38%";"1.25%"
2023-07-22;"8915";H;-10.53%;-13.87%;-1.58%;"21.12%";"1.26%"
2023-07-23;"8915";H;-10.67%;-13.87%;-1.58%;"21.10%";"1.26%"
2023-07-24;"8915";H;-10.68%;-13.87%;-4.18%;"21.10%";"1.26%"
2023-07-25;"8915";H;-11.61%;-16.11%;-6.67%;"19.84%";"0.20%"
2023-07-26;"8915";H;-10.64%;-17.88%;-3.74%;"13.63%";"1.30%"
2023-07-27;"8915";H;-11.79%;-18.78%;-3.38%;"17.07%";"0.00%"
2023-07-28;"8915";H;-11.13%;-16.95%;-3.95%;"17.31%";-0.58%
2023-07-29;"8915";H;-10.28%;-16.95%;-3.94%;"18.90%";-0.57%
2023-07-30;"8915";H;-8.46%;-16.95%;-3.94%;"18.89%";-0.57%
2023-07-31;"8915";H;-8.46%;-16.95%;-4.87%;"18.89%";-0.57%
